title,date,category,link
Dayton Woman Gets Prison For $1.5 Million Theft From Medicaid Program,2025-04-17,State Enforcement Agencies,/fraud/enforcement/dayton-woman-gets-prison-for-15-million-theft-from-medicaid-program/
Attorney General Griffin Announces 2 Fraud And Exploitation Arrests,2025-04-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-2-fraud-and-exploitation-arrests/
"Attorney General’s Medicaid Fraud And Vulnerable Victims Unit Secures A $1,289,679 Settlement And Corporate Oversight Of Elkton Nursing And Rehabilitation Center In Cecil County",2025-04-07,State Enforcement Agencies,/fraud/enforcement/attorney-generals-medicaid-fraud-and-vulnerable-victims-unit-secures-a-1289679-settlement-and-corporate-oversight-of-elkton-nursing-and-rehabilitation-center-in-cecil-county/
Lamoille Residents Charged With Medicaid Fraud,2025-04-03,State Enforcement Agencies,/fraud/enforcement/lamoille-residents-charged-with-medicaid-fraud/
"Worcester-Based Medical Transportation Company And Its Owner Indicted For MassHealth Fraud, Patient Abuse And Neglect, And Money Laundering",2025-04-01,State Enforcement Agencies,/fraud/enforcement/worcester-based-medical-transportation-company-and-its-owner-indicted-for-masshealth-fraud-patient-abuse-and-neglect-and-money-laundering/
Leominster Woman Indicted For Posing As Caregiver To Steal From Elderly Victims In Worcester And Middlesex Counties,2025-03-28,State Enforcement Agencies,/fraud/enforcement/leominster-woman-indicted-for-posing-as-caregiver-to-steal-from-elderly-victims-in-worcester-and-middlesex-counties/
Attorney General Alan Wilson Announces Upstate Man Charged With Stealing Thousands Of Dollars And A Car From Vulnerable Adult,2025-03-28,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-man-charged-with-stealing-thousands-of-dollars-and-a-car-from-vulnerable-adult/
Attorney General James Recovers Over $5 Million From Nonprofit For Failing To Serve New York City Residents With Developmental Disabilities,2025-03-27,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-recovers-over-5-million-from-nonprofit-for-failing-to-serve-new-york-city-residents-with-developmental-disabilities/
"Attorney General Alan Wilson Announces Darlington Woman Charged With Forgery, Medicaid Fraud",2025-03-26,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-darlington-woman-charged-with-forgery-medicaid-fraud/
Attorney General James Uthmeier Announces Arrest Of Home Services Provider For Defrauding Florida Taxpayers,2025-03-24,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-uthmeier-announces-arrest-of-home-services-provider-for-defrauding-florida-taxpayers/
Jury Finds Physician Guilty Of Operating A Pill Mill From His D.C. Medical Practice,2025-03-21,Criminal and Civil Actions,/fraud/enforcement/jury-finds-physician-guilty-of-operating-a-pill-mill-from-his-dc-medical-practice/
Three Convicted For Fraudulently Billing Over $8 Million To Medicare And Medicaid Through Opioid Addiction Treatment Clinics In Kentucky,2025-03-21,Criminal and Civil Actions,/fraud/enforcement/three-convicted-for-fraudulently-billing-over-8-million-to-medicare-and-medicaid-through-opioid-addiction-treatment-clinics-in-kentucky/
Attorney General Brown Announces Sentencing Of Caregiver For Financial Exploitation Of A Vulnerable Adult,2025-03-21,State Enforcement Agencies,/fraud/enforcement/attorney-general-brown-announces-sentencing-of-caregiver-for-financial-exploitation-of-a-vulnerable-adult/
"Attorney General Steve Marshall Announces Indictment Of Former State Employee For Theft Of Over $100,000 From Alabama Medicaid Agency",2025-03-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-steve-marshall-announces-indictment-of-former-state-employee-for-theft-of-over-100000-from-alabama-medicaid-agency/
Attorney General Griffin Announces Arrest of Faulkner County Couple for Fraud and Exploitation,2025-03-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-arrest-of-faulkner-county-couple-for-fraud-and-exploitation/
Attorney General Bonta: Owner Of Placer County Residential Care Home Arrested And Charged With Medi-Cal Fraud,2025-03-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-owner-of-placer-county-residential-care-home-arrested-and-charged-with-medi-cal-fraud/
Attorney General McCuskey: Nurse Practitioner Pleads Guilty To Health Care Fraud,2025-03-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-mccuskey-nurse-practitioner-pleads-guilty-to-health-care-fraud/
Investigation Into TennCare Fraud Leads To Arrest Of Memphis Woman,2025-03-19,State Enforcement Agencies,/fraud/enforcement/investigation-into-tenncare-fraud-leads-to-arrest-of-memphis-woman/
TennCare Fraud Investigation Leads To Arrest Of Memphis Doctor,2025-03-19,State Enforcement Agencies,/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrest-of-memphis-doctor/
Former Director of Tuscola County Peer Center Pleads Guilty to Embezzling from Center,2025-03-19,State Enforcement Agencies,/fraud/enforcement/former-director-of-tuscola-county-peer-center-pleads-guilty-to-embezzling-from-center/
Attorney General Alan Wilson Announces Murrells Inlet Nurse Charged With Stealing Drugs From Patients,2025-03-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-murrells-inlet-nurse-charged-with-stealing-drugs-from-patients/
Report: PA. Attorney General’s Medicaid Fraud Control Section Charged More Medicaid Fraud Cases Than Any Other State In The 2024 Fiscal Year,2025-03-17,State Enforcement Agencies,/fraud/enforcement/report-pa-attorney-generals-medicaid-fraud-control-section-charged-more-medicaid-fraud-cases-than-any-other-state-in-the-2024-fiscal-year/
"Attorney General Brown Announces $143,000 Settlement With Pikesville Vision Care Center And Optometrist Settlement Resolves Allegations Of Medicaid Fraud",2025-03-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-brown-announces-143000-settlement-with-pikesville-vision-care-center-and-optometrist-settlement-resolves-allegations-of-medicaid-fraud/
Dayton Woman Pleads Guilty To $1.5 Million Theft From Medicaid Program,2025-03-17,State Enforcement Agencies,/fraud/enforcement/dayton-woman-pleads-guilty-to-15-million-theft-from-medicaid-program/
Attorney General Jeff Jackson Announces Money Laundering And Health Care Fraud Sentencing,2025-03-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-jeff-jackson-announces-money-laundering-and-health-care-fraud-sentencing/
Joseph Bye Sentenced To New Hampshire State Prison For Medicaid Fraud,2025-03-13,State Enforcement Agencies,/fraud/enforcement/joseph-bye-sentenced-to-new-hampshire-state-prison-for-medicaid-fraud/
Attorney General Griffin Announces 6 Medicaid Fraud Convictions And 1 Civil Settlement,2025-03-12,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-6-medicaid-fraud-convictions-and-1-civil-settlement/
"Home Health Agencies, Laboratory, And Physician Indicted For MassHealth Fraud And Kickback Schemes Involving Over $7.8 Million In False Claims",2025-03-12,State Enforcement Agencies,/fraud/enforcement/home-health-agencies-laboratory-and-physician-indicted-for-masshealth-fraud-and-kickback-schemes-involving-over-78-million-in-false-claims/
"Madison Heights Nurse Charged With Practicing Medicine Without A License, Falsifying Medical Records",2025-03-12,State Enforcement Agencies,/fraud/enforcement/madison-heights-nurse-charged-with-practicing-medicine-without-a-license-falsifying-medical-records/
"Clinton Woman Indicted, Accused Of Abusing Vulnerable Adult",2025-03-10,State Enforcement Agencies,/fraud/enforcement/clinton-woman-indicted-accused-of-abusing-vulnerable-adult/
Attorney General Ken Paxton Secures $40 Million For Texas Following Medicaid Fraud Investigation Of Molina Healthcare,2025-03-07,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxton-secures-40-million-for-texas-following-medicaid-fraud-investigation-of-molina-healthcare/
The New Mexico Department Of Justice Charges Nancy Marshall With 18 Felony Counts Related To Fraudulent Medicaid Claims Totaling Nearly $1 Million,2025-03-05,State Enforcement Agencies,/fraud/enforcement/the-new-mexico-department-of-justice-charges-nancy-marshall-with-18-felony-counts-related-to-fraudulent-medicaid-claims-totaling-nearly-1-million/
Walgreens Agrees To Pay Nearly $98 Million To Resolve Allegations It Billed The Government For Uncollected Prescriptions,2025-03-04,State Enforcement Agencies,/fraud/enforcement/walgreens-agrees-to-pay-nearly-98-million-to-resolve-allegations-it-billed-the-government-for-uncollected-prescriptions/
Parkville Woman Pleads Guilty To Over $3.6 Million In Medicaid Fraud,2025-03-04,State Enforcement Agencies,/fraud/enforcement/parkville-woman-pleads-guilty-to-over-36-million-in-medicaid-fraud/
Attorney General Alan Wilson Announces Former Assisted Living Facility Employee Sent To Prison For Stealing From Resident,2025-03-04,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-former-assisted-living-facility-employee-sent-to-prison-for-stealing-from-resident/
Madison County Man Faces Charges Of Financial Exploitation Of Vulnerable Adults,2025-03-04,State Enforcement Agencies,/fraud/enforcement/madison-county-man-faces-charges-of-financial-exploitation-of-vulnerable-adults/
Attorney General Coleman Announces Medicaid Felony Indictments For Five In Louisville,2025-03-03,State Enforcement Agencies,/fraud/enforcement/attorney-general-coleman-announces-medicaid-felony-indictments-for-five-in-louisville/
Attorney General Ken Paxton’s Investigation Leads To 10-Year Prison Sentence And Over $26 Million In Restitution For Texas Doctor,2025-03-03,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxtons-investigation-leads-to-10-year-prison-sentence-and-over-26-million-in-restitution-for-texas-doctor/
"Essex County Man Convicted, Sentenced After Trial For Submitting False MassHealth Claims For Autism Behavioral Health Treatment",2025-02-26,State Enforcement Agencies,/fraud/enforcement/essex-county-man-convicted-sentenced-after-trial-for-submitting-false-masshealth-claims-for-autism-behavioral-health-treatment/
Former Director of Tuscola County Peer Center Charged with Embezzling from Center,2025-02-26,State Enforcement Agencies,/fraud/enforcement/former-director-of-tuscola-county-peer-center-charged-with-embezzling-from-center/
"Jeffersonville Resident Sentenced For Medicaid Fraud, Driving Under The Influence, And Abuse Of A Vulnerable Adult",2025-02-25,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-guilty-verdict-of-physician-who-subjected-patients-to-unnecessary-and-invasive-tests-1/
Pittsford Resident Arraigned for Neglect of a Vulnerable Adult and Medicaid Fraud,2025-02-25,State Enforcement Agencies,/fraud/enforcement/pittsford-resident-arraigned-for-neglect-of-a-vulnerable-adult-and-medicaid-fraud/
"Baptist Medical Center South Agreed to Pay $290,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations and Stabilizing Treatment",2025-02-20,CMP and Affirmative Exclusions,/fraud/enforcement/baptist-medical-center-south-agreed-to-pay-290000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations-and-stabilizing-treatment/
Law Enforcement Seizes Range Rover and Over $4 Million in Health Care Fraud Proceeds from Miami Couple Charged with Health Care Fraud and Money Laundering Conspiracies,2025-02-20,Criminal and Civil Actions,/fraud/enforcement/law-enforcement-seizes-range-rover-and-over-4-million-in-health-care-fraud-proceeds-from-miami-couple-charged-with-health-care-fraud-and-money-laundering-conspiracies/
Carbon County Man Pleads No Contest to Posing as Medical Professional to Prescribe Medications and Provide Care to Obtain Insurance Reimbursements,2025-02-14,State Enforcement Agencies,/fraud/enforcement/carbon-county-man-pleads-no-contest-to-posing-as-medical-professional-to-prescribe-medications-and-provide-care-to-obtain-insurance-reimbursements/
"York County Couple — Exercising Power of Attorney and Primary Caregiving Responsibilities — Charged with Neglect, Financial Exploitation of Elderly Woman",2025-02-14,State Enforcement Agencies,/fraud/enforcement/york-county-couple-exercising-power-of-attorney-and-primary-caregiving-responsibilities-charged-with-neglect-financial-exploitation-of-elderly-woman/
AG Fitch Announces Settlement in Medicaid Fraud Case,2025-02-12,State Enforcement Agencies,/fraud/enforcement/ag-fitch-announces-settlement-in-medicaid-fraud-case/
Attorney General Marshall Announces the Conviction of Former Birmingham Nurse for Theft of Opioid Tablets,2025-02-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-marshall-announces-the-conviction-of-former-birmingham-nurse-for-theft-of-opioid-tablets/
"Florida Attorney General’s Office Secures More Than $350,000 for Florida Medicaid from Pharmaceutical Company Over Kickback Allegations",2025-02-06,State Enforcement Agencies,/fraud/enforcement/florida-attorney-generals-office-secures-more-than-350000-for-florida-medicaid-from-pharmaceutical-company-over-kickback-allegations/
Attorney General James Secures Prison Sentence for Serial Health Care Fraudster,2025-02-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-prison-sentence-for-serial-health-care-fraudster/
Florida Attorney General’s Office Secures More Than $2.3 Million in Multistate Action from Pfizer-Owned Biohaven Pharmaceutical Company,2025-02-05,State Enforcement Agencies,/fraud/enforcement/florida-attorney-generals-office-secures-more-than-23-million-in-multistate-action-from-pfizer-owned-biohaven-pharmaceutical-company/
Attorney General Bonta: Owner of Santa Cruz Residential Care Home Arrested for Elder Abuse,2025-02-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-owner-of-santa-cruz-residential-care-home-arrested-for-elder-abuse/
AG's Office Secures Guilty Plea From Stoughton Man For Prescription Fraud And Illegal Distribution Scheme,2025-02-04,State Enforcement Agencies,/fraud/enforcement/ags-office-secures-guilty-plea-from-stoughton-man-for-prescription-fraud-and-illegal-distribution-scheme/
"Attorney General Bonta Announces Nearly $60 Million Settlement Against Pfizer-Owned Pharmaceutical Holding Company, Biohaven",2025-02-03,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-announces-nearly-60-million-settlement-against-pfizer-owned-pharmaceutical-holding-company-biohaven/
AG Campbell Secures $1.4 Million for MassHealth Over Kickback Allegations Against National Pharmaceutical Company,2025-02-03,State Enforcement Agencies,/fraud/enforcement/ag-campbell-secures-14-million-for-masshealth-over-kickback-allegations-against-national-pharmaceutical-company/
AG Nessel Secures $59.7 Million Settlement Over Kickback Allegations Against Pfizer Subsidiary,2025-02-03,State Enforcement Agencies,/fraud/enforcement/ag-nessel-secures-597-million-settlement-over-kickback-allegations-against-pfizer-subsidiary/
Springfield Medicaid Consultant Pleads Guilty To Stealing From Elderly Nursing Home Victims,2025-01-31,State Enforcement Agencies,/fraud/enforcement/springfield-medicaid-consultant-pleads-guilty-to-stealing-from-elderly-nursing-home-victims/
"Attorney General Alan Wilson announces Anderson man charged with stealing almost $120,000 from vulnerable adult",2025-01-31,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-anderson-man-charged-with-stealing-almost-120000-from-vulnerable-adult/
Attorney General Labrador Announces Settlement in Medicaid Fraud Case,2025-01-29,State Enforcement Agencies,/fraud/enforcement/attorney-general-labrador-announces-settlement-in-medicaid-fraud-case/
"Attorney General Raoul Charges Former Community-Based Home Caregiver With Abuse, Neglect Of Elderly Patient",2025-01-29,State Enforcement Agencies,/fraud/enforcement/attorney-general-raoul-charges-former-community-based-home-caregiver-with-abuse-neglect-of-elderly-patient/
Florida Attorney General’s Office’s Medicaid Fraud Control Unit Secures More Than $2.2 Million for Florida Medicaid from Inpatient Behavioral Health Company,2025-01-27,State Enforcement Agencies,/fraud/enforcement/florida-attorney-generals-offices-medicaid-fraud-control-unit-secures-more-than-22-million-for-florida-medicaid-from-inpatient-behavioral-health-company/
"Attorney General Alan Wilson announces Lexington man charged with stealing more than $143,000 from vulnerable adult",2025-01-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-lexington-man-charged-with-stealing-more-than-143000-from-vulnerable-adult/
Lascassas Woman Charged with Stealing from Vulnerable Adult,2025-01-17,State Enforcement Agencies,/fraud/enforcement/lascassas-woman-charged-with-stealing-from-vulnerable-adult/
"Carr Reaches Settlement with Acadia Healthcare, Secures Over $1 Million for Georgia Medicaid Program",2025-01-16,State Enforcement Agencies,/fraud/enforcement/carr-reaches-settlement-with-acadia-healthcare-secures-over-1-million-for-georgia-medicaid-program/
"CHARGES: Owner of Erie County Shared-Care Homes Neglected Residents, Falsified Paperwork, and Defrauded Medicaid",2025-01-16,State Enforcement Agencies,/fraud/enforcement/charges-owner-of-erie-county-shared-care-homes-neglected-residents-falsified-paperwork-and-defrauded-medicaid/
AG Nessel Reaches $19.85 Million Multistate Medicaid Fraud Settlement with Behavioral Health Facility,2025-01-14,State Enforcement Agencies,/fraud/enforcement/ag-nessel-reaches-1985-million-multistate-medicaid-fraud-settlement-with-behavioral-health-facility/
Attorney General’s Office Announces Sentencing of  Las Vegas Couple and Behavioral Health Company for Medicaid Fraud,2025-01-13,State Enforcement Agencies,/fraud/enforcement/attorney-generals-office-announces-sentencing-of-las-vegas-couple-and-behavioral-health-company-for-medicaid-fraud/
Attorney General Jeff Jackson Files $5.5 Million Medicaid Fraud Lawsuit,2025-01-13,State Enforcement Agencies,/fraud/enforcement/attorney-general-jeff-jackson-files-55-million-medicaid-fraud-lawsuit/
Former Senior Partner at McKinsey & Company Pleads Guilty,2025-01-10,State Enforcement Agencies,/fraud/enforcement/former-senior-partner-at-mckinsey-company-pleads-guilty-1/
Attorney General Mayes Announces Sentencing In Small Business Administration Fraud,2025-01-08,State Enforcement Agencies,/fraud/enforcement/attorney-general-mayes-announces-sentencing-in-small-business-administration-fraud/
"Felisha Cunningham Sentenced For Medicaid Fraud, Theft",2025-01-08,State Enforcement Agencies,/fraud/enforcement/felisha-cunningham-sentenced-for-medicaid-fraud-theft/
"Attorney General James Puts Medical Transportation Industry On Notice, Announces New Actions To Stop Ongoing Fraud",2025-01-08,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-puts-medical-transportation-industry-on-notice-announces-new-actions-to-stop-ongoing-fraud/
Attorney General Alan Wilson Announces Camden Woman Charged With Stealing Thousands From Vulnerable Adult,2025-01-06,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-camden-woman-charged-with-stealing-thousands-from-vulnerable-adult/
New Haven Psychiatrist to Pay More Than $450K to Settle False Claims Act and Controlled Substances Act Allegations,2025-01-02,Criminal and Civil Actions,/fraud/enforcement/new-haven-psychiatrist-to-pay-more-than-450k-to-settle-false-claims-act-and-controlled-substances-act-allegations/
"Attorney General Bonta Combats Medi-Cal Fraud, Securing a $10 Million Settlement Against Southern California Provider",2025-01-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-combats-medi-cal-fraud-securing-a-10-million-settlement-against-southern-california-provider/
Attorney General Tong Announces New Haven Psychiatrist to Pay More Than 450K to Settle False Claims and Controlled Substances Act,2025-01-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-tong-announces-new-haven-psychiatrist-to-pay-more-than-450k-to-settle-false-claims-and-controlled-substances-act/
Attorney General Brown Announces Sentencing of Caregiver for Assault of a Vulnerable Adult Captured on Security Camera Footage,2024-12-23,State Enforcement Agencies,/fraud/enforcement/attorney-general-brown-announces-sentencing-of-caregiver-for-assault-of-a-vulnerable-adult-captured-on-security-camera-footage/
Attorney General Ellison praises indictment of Evergreen Recovery leaders for Medicaid fraud,2024-12-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-ellison-praises-indictment-of-evergreen-recovery-leaders-for-medicaid-fraud/
CASE UPDATE: Philadelphia Man’s Caregivers — His Mother and Sister — Jailed for Neglect That Caused Critical Care Hospitalization,2024-12-20,State Enforcement Agencies,/fraud/enforcement/case-update-philadelphia-mans-caregivers-his-mother-and-sister-jailed-for-neglect-that-caused-critical-care-hospitalization/
Nine Charged In $20 Million Medicaid/Medicare Fraud Scheme Perpetrated At South Philadelphia Pharmacy,2024-12-19,State Enforcement Agencies,/fraud/enforcement/nine-charged-in-20-million-medicaidmedicare-fraud-scheme-perpetrated-at-south-philadelphia-pharmacy/
Attorney General Alan Wilson Announces Upstate Man Charged With Stealing From Nursing Home Resident,2024-12-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-man-charged-with-stealing-from-nursing-home-resident/
AG Campbell Announces $2 Million Settlement With SaVida Health To Resolve Allegations Of False Billing To MassHealth,2024-12-19,State Enforcement Agencies,/fraud/enforcement/ag-campbell-announces-2-million-settlement-with-savida-health-to-resolve-allegations-of-false-billing-to-masshealth/
Former Doctor And Her Wife Sentenced For Fraud And Other Crimes,2024-12-19,COVID-19,/fraud/enforcement/former-doctor-and-her-wife-sentenced-for-fraud-and-other-crimes/
Attorney General Miyares Announces Charges In Elder Abuse Investigation,2024-12-18,State Enforcement Agencies,/fraud/enforcement/attorney-general-miyares-announces-charges-in-elder-abuse-investigation/
Attorney General Bonta Secures Sentencing In Riverside Elder Abuse Case,2024-12-16,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-secures-sentencing-in-riverside-elder-abuse-case/
"Additional Charges Brought Against Boston Dental Manager, Including Prescription And Credit Card Fraud",2024-12-16,State Enforcement Agencies,/fraud/enforcement/additional-charges-brought-against-boston-dental-manager-including-prescription-and-credit-card-fraud/
Attorney General Ford Announces Sentencing of Las Vegas Woman for Medicaid Fraud,2024-12-16,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-las-vegas-woman-for-medicaid-fraud/
Maryland Man Sentenced To Prison For Assaulting Law Enforcement During Jan. 6 Capitol Breach,2024-12-13,Criminal and Civil Actions,/fraud/enforcement/maryland-man-sentenced-to-prison-for-assaulting-law-enforcement-during-jan-6-capitol-breach/
Attorney General Alan Wilson Announces N. Charleston Caregiver Charged With Stealing From Nursing Home Residents,2024-12-12,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-n-charleston-caregiver-charged-with-stealing-from-nursing-home-residents/
"Pharmacies In Granby And Dorchester To Pay Over $500,000 To Resolve Allegations Of False Billing To MassHealth",2024-12-11,State Enforcement Agencies,/fraud/enforcement/pharmacies-in-granby-and-dorchester-to-pay-over-500000-to-resolve-allegations-of-false-billing-to-masshealth/
"Attorney General Josh Stein Reaches $825,000 Health Care Fraud Settlement",2024-12-10,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-reaches-825000-health-care-fraud-settlement/
Attorney General Ford Announces Sentencing of  Las Vegas Woman and Behavioral Health Company for Medicaid Fraud,2024-12-09,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-las-vegas-woman-and-behavioral-health-company-for-medicaid-fraud/
Attorney General James Announces Convictions And Sentences Of Five Taxi Company Owners In Orange And Rensselaer Counties For Stealing Millions From Medicaid,2024-12-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-convictions-and-sentences-of-five-taxi-company-owners-in-orange-and-rensselaer-counties-for-stealing-millions-from-medicaid/
Colorado Springs Man Sentenced To Eight Years’ Probation For Illegally Billing Medicaid For Patients With Developmental Disabilities,2024-12-04,State Enforcement Agencies,/fraud/enforcement/colorado-springs-man-sentenced-to-eight-years-probation-for-illegally-billing-medicaid-for-patients-with-developmental-disabilities/
The New Mexico Department Of Justice Charges Multiple Individuals In Elder And Resident Abuse Cases,2024-12-04,State Enforcement Agencies,/fraud/enforcement/the-new-mexico-department-of-justice-charges-multiple-individuals-in-elder-and-resident-abuse-cases/
"Oakland County Woman Sentenced To Prison For Posing As Health Professional, Witness Intimidation",2024-12-03,State Enforcement Agencies,/fraud/enforcement/oakland-county-woman-sentenced-to-prison-for-posing-as-health-professional-witness-intimidation/
Attorney General Josh Stein Reaches $2.5 Million Medicaid Fraud Settlement,2024-12-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-reaches-25-million-medicaid-fraud-settlement/
Attorney General Ken Paxton’s Investigation Results in 10-Year Prison Sentence and Over $34 Million Restitution for North Texas Doctor,2024-11-25,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxtons-investigation-results-in-10-year-prison-sentence-and-over-34-million-restitution-for-north-texas-doctor/
Attorney General Ken Paxton’s Medicaid Fraud Control Unit Plays Key Role in Largest Ever Criminal Enforcement Action Targeting Opioid Distributors,2024-11-25,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-plays-key-role-in-largest-ever-criminal-enforcement-action-targeting-opioid-distributors/
Three Plymouth Women Arraigned On Charges Related To Fatal Elder Neglect Case,2024-11-22,State Enforcement Agencies,/fraud/enforcement/three-plymouth-women-arraigned-on-charges-related-to-fatal-elder-neglect-case/
Attorney General James Announces Sentencing of Former Owner of Over 20 New York City Pharmacies for Running $11 Million Medicaid Fraud Targeting Vulnerable HIV Patients,2024-11-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-sentencing-of-former-owner-of-over-20-new-york-city-pharmacies-for-running-11-million-medicaid-fraud-targeting-vulnerable-hiv-patients/
"Memorial Health Care System Agreed to Pay $97,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examination",2024-11-19,CMP and Affirmative Exclusions,/fraud/enforcement/memorial-health-care-system-agreed-to-pay-97000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examination/
U.S. Attorney Totten Announces Second Wave Of Enforcement In Nationwide Telemedicine Fraud Schemes,2024-11-18,Criminal and Civil Actions,/fraud/enforcement/us-attorney-totten-announces-second-wave-of-enforcement-in-nationwide-telemedicine-fraud-schemes/
Former Western PA Certified Registered Nurse Practitioner Jailed for Writing Fraudulent Oxycodone Prescriptions,2024-11-18,State Enforcement Agencies,/fraud/enforcement/former-western-pa-certified-registered-nurse-practitioner-jailed-for-writing-fraudulent-oxycodone-prescriptions/
Attorney General James Secures $45 Million and Delivers Major Reforms to Four Nursing Homes Following Significant Financial Fraud and Resident Neglect,2024-11-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-45-million-and-delivers-major-reforms-to-four-nursing-homes-following-significant-financial-fraud-and-resident-neglect/
Attorney General Ford Announces Sentencing Of Las Vegas Caregiver For Neglect Of Vulnerable Resident,2024-11-12,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-las-vegas-caregiver-for-neglect-of-vulnerable-resident/
Attorney General Alan Wilson Announces Upstate Woman Charged With Stealing Thousands Of Dollars From Vulnerable Adult,2024-11-04,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-stealing-thousands-of-dollars-from-vulnerable-adult/
"The New Mexico Department Of Justice Charges Former New Mexico State Police Officer With Medicaid Fraud, Identity Theft, And Practicing Medicine Without A License",2024-11-01,State Enforcement Agencies,/fraud/enforcement/the-new-mexico-department-of-justice-charges-former-new-mexico-state-police-officer-with-medicaid-fraud-identity-theft-and-practicing-medicine-without-a-license/
"Nashville Woman Indicted, Charged In TBI Medicaid Patient Abuse Case",2024-11-01,State Enforcement Agencies,/fraud/enforcement/nashville-woman-indicted-charged-in-tbi-medicaid-patient-abuse-case/
"Columbus Doctor, His Clinic Convicted of $1.5 Million Medicaid Scheme",2024-10-31,State Enforcement Agencies,/fraud/enforcement/columbus-doctor-his-clinic-convicted-of-15-million-medicaid-scheme/
"Quincy-Based Physician Group To Pay $650,000 To Resolve Allegations Of False Billing To MassHealth",2024-10-30,State Enforcement Agencies,/fraud/enforcement/quincy-based-physician-group-to-pay-650000-to-resolve-allegations-of-false-billing-to-masshealth/
AG's Office Reaches Settlement With Swampscott-Based Medical Transportation Company To Resolve False Billing Allegations,2024-10-29,State Enforcement Agencies,/fraud/enforcement/ags-office-reaches-settlement-with-swampscott-based-medical-transportation-company-to-resolve-false-billing-allegations/
Attorney General Griffin Announces Medicaid Fraud Arrest,2024-10-25,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-medicaid-fraud-arrest/
Attorney General Alan Wilson Announces Spartanburg Nurse Aide Charged With Stealing From Vulnerable Adult,2024-10-24,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-spartanburg-nurse-aide-charged-with-stealing-from-vulnerable-adult/
Stamford Woman Charged In Scheme To Defraud Medicaid,2024-10-22,State Enforcement Agencies,/fraud/enforcement/stamford-woman-charged-in-scheme-to-defraud-medicaid/
Attorney General James Announces Convictions of Orange County Transportation Company Owners for Stealing More Than $2.1 Million from Medicaid,2024-10-22,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-convictions-of-orange-county-transportation-company-owners-for-stealing-more-than-21-million-from-medicaid/
